"country","organization","type"
"RSM","IOM","observer"
"RSM","IPU","member"
"RSM","ITU","member"
"RSM","ITUC","member"
"RSM","LAIA","observer"
"RSM","OPCW","member"
"RSM","OSCE","member"
"RSM","UN","member"
"RSM","UNCTAD","member"
"RSM","UNESCO","member"
"RSM","UNWTO","member"
"RSM","UPU","member"
"RSM","WHO","member"
"RSM","WIPO","member"
"RT","ACP","member"
"RT","AfDB","regional member"
"RT","AU","member"
"RT","ECOWAS","member"
"RT","EITI","compliant countries"
"RT","Entente","member"
"RT","FAO","member"
"RT","FZ","member"
"RT","G-77","member"
"RT","IAEA","member"
"RT","IBRD","member"
"RT","ICAO","member"
"RT","ICC","national committee"
"RT","ICJ","accepting compulsory jurisdiction with reservations"
"RT","IDA","member"
"RT","IDB","member"
"RT","IFAD","List C"
"RT","IFC","member"
"RT","IFRCS","member"
"RT","ILO","member"
"RT","IMF","member"
"RT","IMO","member"
"RT","Interpol","member"
"RT","IOC","National Olympic Committee"
"RT","IOM","member"
"RT","IPU","member"
"RT","ITSO","member"
"RT","ITU","member"
"RT","ITUC","member"
"RT","MIGA","member"
"RT","MINURSO","member"
"RT","NAM","member"
"RT","OIC","member"
"RT","OIF","member"
"RT","OPCW","member"
"RT","PCA","member"
"RT","UN","member"
"RT","UNAMID","member"
"RT","UNCTAD","member"
"RT","UNESCO","member"
"RT","UNHCR","member"
"RT","UNIDO","member"
"RT","UNMIL","member"
"RT","UNMISS","member"
"RT","UNOCI","member"
"RT","UNWTO","member"
"RT","UPU","member"
"RT","WCO","member"
"RT","WFTU","member"
"RT","WHO","member"
"RT","WIPO","member"
"RT","WMO","member"
"RT","WTO","member"
"RWA","ACP","member"
"RWA","AfDB","regional member"
"RWA","AU","member"
"RWA","C","member"
"RWA","CEPGL","member"
"RWA","COMESA","member"
"RWA","EAC","member"
"RWA","EADB","member"
"RWA","FAO","member"
"RWA","G-77","member"
"RWA","IAEA","member"
"RWA","IBRD","member"
"RWA","ICAO","member"
"RWA","IDA","member"
"RWA","IFAD","List C"
"RWA","IFC","member"
"RWA","IFRCS","member"
"RWA","ILO","member"
"RWA","IMF","member"
"RWA","Interpol","member"
"RWA","IOC","National Olympic Committee"
"RWA","IOM","member"
"RWA","IPU","member"
"RWA","ISO","member"
"RWA","ITSO","member"
"RWA","ITU","member"
"RWA","ITUC","member"
"RWA","MIGA","member"
"RWA","NAM","member"
"RWA","OIF","member"
"RWA","OPCW","member"
"RWA","PCA","member"
"RWA","UN","member"
"RWA","UNAMID","member"
"RWA","UNCTAD","member"
"RWA","UNESCO","member"
"RWA","UNHCR","member"
"RWA","UNIDO","member"
"RWA","UNISFA","member"
"RWA","UNMISS","member"
"RWA","UNSC","nonpermanent member"
"RWA","UNWTO","member"
"RWA","UPU","member"
"RWA","WCO","member"
"RWA","WHO","member"
"RWA","WIPO","member"
"RWA","WMO","member"
"RWA","WTO","member"
"S","ADB","nonregional member"
"S","AfDB","nonregional member"
"S","AG","member"
"S","BIS","member"
"S","CBSS","member"
"S","CD","signatory"
"S","CE","member"
"S","CERN","member"
"S","EAPC","member"
"S","EBRD","member"
"S","EIB","member"
"S","EITI","stake holder"
"S","ESA","member"
"S","EU","member"
"S","FAO","member"
"S","FATF","member"
"S","G-10","member"
"S","G-9","member"
"S","IADB","member"
"S","IAEA","member"
"S","IBRD","member"
"S","ICAO","member"
"S","ICC","national committee"
"S","ICCt","state accepting jurisdiction"
"S","ICJ","accepting compulsory jurisdiction with reservations"
"S","IDA","member"
"S","IEA","member"
"S","IFAD","List A"
"S","IFC","member"
"S","IFRCS","member"
"S","IGAD","partner"
"S","IHO","member"
"S","ILO","member"
"S","IMF","member"
"S","IMO","member"
"S","IMSO","member"
"S","Interpol","member"
"S","IOC","National Olympic Committee"
"S","IOM","member"
"S","IPU","member"
"S","ISO","member"
"S","ITSO","member"
"S","ITU","member"
"S","ITUC","member"
"S","MIGA","member"
"S","MONUSCO","member"
"S","NATO","member"
"S","NC","member"
"S","NEA","member"
"S","NIB","member"
"S","NSG","member"
"S","OAS","observer"
"S","OECD","member"
"S","OPCW","member"
"S","OSCE","member"
"S","PCA","member"
"S","PFP","member"
"S","UN","member"
"S","UNCTAD","member"
"S","UNESCO","member"
"S","UNHCR","member"
"S","UNIDO","member"
"S","UNMISS","member"
"S","UNMOGIP","member"
"S","UNRWA","member"
"S","UNTSO","member"
"S","UPU","member"
"S","WCO","member"
"S","WFTU","member"
"S","WHO","member"
"S","WIPO","member"
"S","WMO","member"
"S","WTO","member"
"S","ZC","member"
"SA","ABEDA","member"
"SA","AfDB","nonregional member"
"SA","AFESD","member"
"SA","AMF","member"
"SA","BIS","member"
"SA","CAEU","member"
"SA","CP","member"
"SA","FAO","member"
"SA","G-20","member"
"SA","G-77","member"
"SA","GCC","member"
"SA","IAEA","member"
"SA","IBRD","member"
"SA","ICAO","member"
"SA","ICC","national committee"
"SA","IDA","member"
"SA","IDB","member"
"SA","IFAD","List B"
"SA","IFC","member"
"SA","IFRCS","member"
"SA","IHO","member"
"SA","ILO","member"
"SA","IMF","member"
"SA","IMO","member"
"SA","IMSO","member"
"SA","Interpol","member"
"SA","IOC","National Olympic Committee"
"SA","IOM","observer"
"SA","IPU","member"
"SA","ISO","member"
"SA","ITSO","member"
"SA","ITU","member"
"SA","LAS","member"
"SA","MIGA","member"
"SA","NAM","member"
"SA","OAPEC","member"
"SA","OAS","observer"
"SA","OIC","member"
"SA","OPCW","member"
"SA","OPEC","member"
"SA","PCA","member"
"SA","UN","member"
"SA","UNCTAD","member"
"SA","UNESCO","member"
"SA","UNIDO","member"
"SA","UNRWA","member"
"SA","UNWTO","member"
"SA","UPU","member"
"SA","WCO","member"
"SA","WFTU","member"
"SA","WHO","member"
"SA","WIPO","member"
"SA","WMO","member"
"SA","WTO","member"
"SBAR","UPU","member"
"SD","ACP","member"
"SD","AfDB","regional member"
"SD","AU","member"
"SD","C","member"
"SD","COMESA","member"
"SD","FAO","member"
"SD","G-77","member"
"SD","IAEA","member"
"SD","IBRD","member"
"SD","ICAO","member"
"SD","ICJ","accepting compulsory jurisdiction with reservations"
"SD","IDA","member"
"SD","IFAD","List C"
"SD","IFC","member"
"SD","IFRCS","member"
"SD","ILO","member"
"SD","IMF","member"
"SD","Interpol","member"
"SD","IOC","National Olympic Committee"
"SD","IOM","member"
"SD","ISO","correspondent member"
"SD","ITSO","member"
"SD","ITU","member"
"SD","ITUC","member"
"SD","MIGA","member"
"SD","NAM","member"
"SD","OPCW","member"
"SD","PCA","member"
"SD","SACU","member"
"SD","SADC","member"
"SD","UN","member"
"SD","UNCTAD","member"
"SD","UNESCO","member"
"SD","UNIDO","member"
"SD","UNWTO","member"
"SD","UPU","member"
"SD","WCO","member"
"SD","WHO","member"
"SD","WIPO","member"
"SD","WMO","member"
"SD","WTO","member"
"SF","ADB","nonregional member"
"SF","AfDB","nonregional member"
"SF","AG","member"
"SF","BIS","member"
"SF","CBSS","member"
"SF","CD","signatory"
"SF","CE","member"
"SF","CERN","member"
"SF","EAPC","member"
"SF","EBRD","member"
"SF","ECB","member"
"SF","EIB","member"
"SF","EITI","stake holder"
"SF","EMU","member"
"SF","ESA","member"
"SF","EU","member"
"SF","FAO","member"
"SF","FATF","member"
"SF","G-9","member"
"SF","IADB","member"
"SF","IAEA","member"
"SF","IBRD","member"
"SF","ICAO","member"
"SF","ICC","national committee"
"SF","ICCt","state accepting jurisdiction"
"SF","ICJ","accepting compulsory jurisdiction with reservations"
"SF","IDA","member"
"SF","IEA","member"
"SF","IFAD","List A"
"SF","IFC","member"
"SF","IFRCS","member"
"SF","IHO","member"
"SF","ILO","member"
"SF","IMF","member"
"SF","IMO","member"
"SF","IMSO","member"
"SF","Interpol","member"
"SF","IOC","National Olympic Committee"
"SF","IOM","member"
"SF","IPU","member"
"SF","ISO","member"
"SF","ITSO","member"
"SF","ITU","member"
"SF","ITUC","member"
"SF","MIGA","member"
"SF","NATO","member"
"SF","NC","member"
"SF","NEA","member"
"SF","NIB","member"
"SF","NSG","member"
"SF","OAS","observer"
"SF","OECD","member"
"SF","OPCW","member"
"SF","OSCE","member"
"SF","PCA","member"
"SF","PFP","member"
"SF","UN","member"
"SF","UNCTAD","member"
"SF","UNESCO","member"
"SF","UNHCR","member"
"SF","UNIDO","member"
"SF","UNIFIL","member"
"SF","UNMIL","member"
"SF","UNMOGIP","member"
"SF","UNRWA","member"
"SF","UNTSO","member"
"SF","UPU","member"
"SF","WCO","member"
"SF","WFTU","member"
"SF","WHO","member"
"SF","WIPO","member"
"SF","WMO","member"
"SF","WTO","member"
"SF","ZC","member"
"SGP","ADB","member"
"SGP","AOSIS","member"
"SGP","APEC","member"
"SGP","ARF","member"
"SGP","ASEAN","member"
"SGP","BIS","member"
"SGP","C","member"
"SGP","CP","member"
"SGP","EAS","member"
"SGP","FAO","member"
"SGP","FATF","member"
"SGP","G-77","member"
"SGP","IAEA","member"
"SGP","IBRD","member"
"SGP","ICAO","member"
"SGP","ICC","national committee"
"SGP","IDA","member"
"SGP","IFC","member"
"SGP","IFRCS","member"
"SGP","IHO","member"
"SGP","ILO","member"
"SGP","IMF","member"
"SGP","IMO","member"
"SGP","IMSO","member"
"SGP","Interpol","member"
"SGP","IOC","National Olympic Committee"
"SGP","IPU","member"
"SGP","ISO","member"
"SGP","ITSO","member"
"SGP","ITU","member"
"SGP","ITUC","member"
"SGP","MIGA","member"
"SGP","NAM","member"
"SGP","OPCW","member"
"SGP","PCA","member"
"SGP","UN","member"
"SGP","UNCTAD","member"
"SGP","UNESCO","member"
"SGP","UNMIT","member"
"SGP","UPU","member"
"SGP","WCO","member"
"SGP","WHO","member"
"SGP","WIPO","member"
"SGP","WMO","member"
"SGP","WTO","member"
"SK","AG","member"
"SK","BIS","member"
"SK","BSEC","observer"
"SK","CBSS","observer"
"SK","CD","signatory"
"SK","CE","member"
"SK","CEI","member"
"SK","CERN","member"
"SK","EAPC","member"
"SK","EBRD","member"
"SK","ECB","member"
"SK","EIB","member"
"SK","EMU","member"
"SK","EU","member"
"SK","FAO","member"
"SK","IAEA","member"
"SK","IBRD","member"
"SK","ICAO","member"
"SK","ICC","national committee"
"SK","ICCt","state accepting jurisdiction"
"SK","ICJ","accepting compulsory jurisdiction with reservations"
"SK","IDA","member"
"SK","IEA","member"
"SK","IFC","member"
"SK","IFRCS","member"
"SK","ILO","member"
"SK","IMF","member"
"SK","IMO","member"
"SK","IMSO","member"
"SK","Interpol","member"
"SK","IOC","National Olympic Committee"
"SK","IOM","member"
"SK","IPU","member"
"SK","ISO","member"
"SK","ITU","member"
"SK","ITUC","member"
"SK","MIGA","member"
"SK","NATO","member"
"SK","NEA","member"
"SK","NSG","member"
"SK","OAS","observer"
"SK","OECD","member"
"SK","OIF","observer"
"SK","OPCW","member"
"SK","OSCE","member"
"SK","PCA","member"
"SK","UN","member"
"SK","UNCTAD","member"
"SK","UNESCO","member"
"SK","UNFICYP","member"
"SK","UNIDO","member"
"SK","UNTSO","member"
"SK","UNWTO","member"
"SK","UPU","member"
"SK","V4","member"
"SK","WCO","member"
"SK","WFTU","member"
"SK","WHO","member"
"SK","WIPO","member"
"SK","WMO","member"
"SK","WTO","member"
"SK","ZC","member"
"SLE","ACP","member"
"SLE","AfDB","regional member"
"SLE","AU","member"
"SLE","C","member"
"SLE","ECOWAS","member"
"SLE","FAO","member"
"SLE","G-77","member"
"SLE","IAEA","member"
"SLE","IBRD","member"
"SLE","ICAO","member"
"SLE","ICCt","state accepting jurisdiction"
"SLE","IDA","member"
"SLE","IDB","member"
"SLE","IFAD","List C"
"SLE","IFC","member"
"SLE","IFRCS","member"
"SLE","IHO","member"
"SLE","ILO","member"
"SLE","IMF","member"
"SLE","IMO","member"
"SLE","Interpol","member"
"SLE","IOC","National Olympic Committee"
"SLE","IOM","member"
"SLE","IPU","member"
"SLE","ISO","correspondent member"
"SLE","ITU","member"
"SLE","ITUC","member"
"SLE","MIGA","member"
"SLE","NAM","member"
"SLE","OIC","member"
"SLE","OPCW","member"
"SLE","UN","member"
"SLE","UNAMID","member"
"SLE","UNCTAD","member"
"SLE","UNESCO","member"
"SLE","UNIDO","member"
"SLE","UNIFIL","member"
"SLE","UNISFA","member"
"SLE","UNMIT","member"
"SLE","UNWTO","member"
"SLE","UPU","member"
"SLE","WCO","member"
"SLE","WFTU","member"
"SLE","WHO","member"
"SLE","WIPO","member"
"SLE","WMO","member"
"SLE","WTO","member"
"SLO","AG","member"
"SLO","BIS","member"
"SLO","CD","signatory"
"SLO","CE","member"
"SLO","CEI","member"
"SLO","EAPC","member"
"SLO","EBRD","member"
"SLO","ECB","member"
"SLO","EIB","member"
"SLO","EMU","member"
"SLO","ESA","cooperating state"
"SLO","EU","member"
"SLO","FAO","member"
"SLO","IADB","member"
"SLO","IAEA","member"
"SLO","IBRD","member"
"SLO","ICAO","member"
"SLO","ICC","national committee"
"SLO","ICCt","state accepting jurisdiction"
"SLO","IDA","member"
"SLO","IFC","member"
"SLO","IFRCS","member"
"SLO","IHO","member"
"SLO","ILO","member"
"SLO","IMF","member"
"SLO","IMO","member"
"SLO","Interpol","member"
"SLO","IOC","National Olympic Committee"
"SLO","IOM","member"
"SLO","IPU","member"
"SLO","ISO","member"
"SLO","ITU","member"
"SLO","MIGA","member"
"SLO","NATO","member"
"SLO","NEA","member"
"SLO","NSG","member"
"SLO","OAS","observer"
"SLO","OECD","member"
"SLO","OIF","observer"
"SLO","OPCW","member"
"SLO","OSCE","member"
"SLO","PCA","member"
"SLO","SELEC","member"
"SLO","UN","member"
"SLO","UNCTAD","member"
"SLO","UNESCO","member"
"SLO","UNHCR","member"
"SLO","UNIDO","member"
"SLO","UNIFIL","member"
"SLO","UNTSO","member"
"SLO","UNWTO","member"
"SLO","UPU","member"
"SLO","WCO","member"
"SLO","WHO","member"
"SLO","WIPO","member"
"SLO","WMO","member"
"SLO","WTO","member"
"SLO","ZC","member"
"SMAR","UPU","member"
"SME","ACP","member"
"SME","AOSIS","member"
"SME","Caricom","member"
"SME","CD","signatory"
"SME","CELAC","member"
"SME","FAO","member"
"SME","G-77","member"
"SME","IADB","member"
"SME","IBRD","member"
"SME","ICAO","member"
"SME","ICCt","state accepting jurisdiction"
"SME","ICJ","accepting compulsory jurisdiction with reservations"
"SME","IDB","member"
"SME","IFAD","List C"
"SME","IFC","member"
"SME","IFRCS","member"
"SME","IHO","member"
"SME","ILO","member"
"SME","IMF","member"
"SME","IMO","member"
"SME","Interpol","member"
"SME","IOC","National Olympic Committee"
"SME","IOM","member"
"SME","IPU","member"
"SME","ISO","correspondent member"
"SME","ITU","member"
"SME","ITUC","member"
"SME","LAES","member"
"SME","Mercosur","associate member"
"SME","MIGA","member"
"SME","NAM","member"
"SME","OAS","member"
"SME","OIC","member"
"SME","OPANAL","member"
"SME","OPCW","member"
"SME","PCA","member"
"SME","UN","member"
"SME","UNASUR","member"
"SME","UNCTAD","member"
"SME","UNESCO","member"
"SME","UNIDO","member"
"SME","UPU","member"
"SME","WHO","member"
"SME","WIPO","member"
"SME","WMO","member"
"SME","WTO","member"
"SN","ACP","member"
"SN","AfDB","regional member"
"SN","AU","member"
"SN","CD","signatory"
"SN","CPLP","associate observer"
"SN","ECOWAS","member"
"SN","EITI","candidate countries"
"SN","FAO","member"
"SN","FZ","member"
"SN","G-15","member"
"SN","G-77","member"
"SN","IAEA","member"
"SN","IBRD","member"
"SN","ICAO","member"
"SN","ICC","national committee"
"SN","ICCt","state accepting jurisdiction"
"SN","ICJ","accepting compulsory jurisdiction with reservations"
"SN","IDA","member"
"SN","IDB","member"
"SN","IFAD","List C"
"SN","IFC","member"
"SN","IFRCS","member"
"SN","ILO","member"
"SN","IMF","member"
"SN","IMO","member"
"SN","IMSO","member"
"SN","Interpol","member"
"SN","IOC","National Olympic Committee"
"SN","IOM","member"
"SN","IPU","member"
"SN","ISO","member"
"SN","ITSO","member"
"SN","ITU","member"
"SN","ITUC","member"
"SN","MIGA","member"
"SN","MONUSCO","member"
"SN","NAM","member"
"SN","OIC","member"
"SN","OIF","member"
"SN","OPCW","member"
"SN","PCA","member"
"SN","UN","member"
"SN","UNAMID","member"
"SN","UNCTAD","member"
"SN","UNESCO","member"
"SN","UNIDO","member"
"SN","UNMIL","member"
"SN","UNMISS","member"
"SN","UNOCI","member"
"SN","UNWTO","member"
"SN","UPU","member"
"SN","WCO","member"
"SN","WFTU","member"
"SN","WHO","member"
"SN","WIPO","member"
"SN","WMO","member"
"SN","WTO","member"
"SO","ACP","member"
"SO","AfDB","regional member"
"SO","AFESD","member"
"SO","AMF","member"
"SO","AU","member"
"SO","CAEU","candidate"
"SO","FAO","member"
"SO","G-77","member"
"SO","IBRD","member"
"SO","ICAO","member"
"SO","ICJ","accepting compulsory jurisdiction with reservations"
"SO","IDA","member"
"SO","IDB","member"
"SO","IFAD","List C"
"SO","IFC","member"
"SO","IFRCS","member"
"SO","IGAD","member"
"SO","ILO","member"
"SO","IMF","member"
"SO","IMO","member"
"SO","Interpol","member"
"SO","IOC","National Olympic Committee"
"SO","IOM","member"
"SO","IPU","member"
"SO","ITSO","member"
"SO","ITU","member"
"SO","LAS","member"
"SO","NAM","member"
"SO","OIC","member"
"SO","OPCW","member"
"SO","UN","member"
"SO","UNCTAD","member"
"SO","UNESCO","member"
"SO","UNHCR","member"
"SO","UNIDO","member"
"SO","UPU","member"
"SO","WCO","member"
"SO","WFTU","member"
"SO","WHO","member"
"SO","WIPO","member"
"SO","WMO","member"
"SOL","ACP","member"
"SOL","ADB","member"
"SOL","AOSIS","member"
"SOL","C","member"
"SOL","EITI","candidate countries"
"SOL","FAO","member"
"SOL","G-77","member"
"SOL","IBRD","member"
"SOL","ICAO","member"
"SOL","IDA","member"
"SOL","IFAD","List C"
"SOL","IFC","member"
"SOL","IFRCS","member"
"SOL","ILO","member"
"SOL","IMF","member"
"SOL","IMO","member"
"SOL","IOC","National Olympic Committee"
"SOL","ITU","member"
"SOL","MIGA","member"
"SOL","OPCW","member"
"SOL","PIF","member"
"SOL","Sparteca","member"
"SOL","SPC","member"
"SOL","UN","member"
"SOL","UNCTAD","member"
"SOL","UNESCO","member"
"SOL","UPU","member"
"SOL","WFTU","member"
"SOL","WHO","member"
"SOL","WMO","member"
"SOL","WTO","member"
"SPM","UPU","member"
"SPM","WFTU","member"
"SRB","BIS","member"
"SRB","BSEC","member"
"SRB","CD","signatory"
"SRB","CE","member"
"SRB","CEI","member"
"SRB","EAPC","member"
"SRB","EBRD","member"
"SRB","EU","candidate"
"SRB","FAO","member"
"SRB","G-9","member"
"SRB","IAEA","member"
"SRB","IBRD","member"
"SRB","ICAO","member"
"SRB","ICC","national committee"
"SRB","ICCt","state accepting jurisdiction"
"SRB","IDA","member"
"SRB","IFC","member"
"SRB","IFRCS","member"
"SRB","IHO","member"
"SRB","ILO","member"
"SRB","IMF","member"
"SRB","IMO","member"
"SRB","IMSO","member"
"SRB","Interpol","member"
"SRB","IOC","National Olympic Committee"
"SRB","IOM","member"
"SRB","IPU","member"
"SRB","ISO","member"
"SRB","ITSO","member"
"SRB","ITU","member"
"SRB","ITUC","member"
"SRB","MIGA","member"
"SRB","MONUSCO","member"
"SRB","NAM","observer"
"SRB","NSG","member"
"SRB","OAS","observer"
"SRB","OIF","observer"
"SRB","OPCW","member"
"SRB","OSCE","member"
"SRB","PCA","member"
"SRB","PFP","member"
"SRB","SELEC","member"
"SRB","UN","member"
"SRB","UNCTAD","member"
"SRB","UNESCO","member"
"SRB","UNFICYP","member"
"SRB","UNHCR","member"
"SRB","UNIDO","member"
"SRB","UNIFIL","member"
"SRB","UNMIL","member"
"SRB","UNOCI","member"
"SRB","UNTSO","member"
"SRB","UNWTO","member"
"SRB","UPU","member"
"SRB","WCO","member"
"SRB","WHO","member"
"SRB","WIPO","member"
"SRB","WMO","member"
"SRB","WTO","observer"
"SSD","AU","member"
"SSD","FAO","member"
"SSD","IBRD","member"
"SSD","ICAO","member"
"SSD","IDA","member"
"SSD","IFAD","List C"
"SSD","IFC","member"
"SSD","IFRCS","member"
"SSD","ILO","member"
"SSD","IMF","member"
"SSD","Interpol","member"
"SSD","IOM","member"
"SSD","IPU","member"
"SSD","ITU","member"
"SSD","MIGA","member"
"SSD","UN","member"
"SSD","UNCTAD","member"
"SSD","UNESCO","member"
"SSD","UPU","member"
"SSD","WCO","member"
"SSD","WHO","member"
"SSD","WMO","member"
"STP","ACP","member"
"STP","AfDB","regional member"
"STP","AOSIS","member"
"STP","AU","member"
"STP","CD","signatory"
"STP","CPLP","member"
"STP","EITI","candidate countries"
"STP","FAO","member"
"STP","G-77","member"
"STP","IBRD","member"
"STP","ICAO","member"
"STP","IDA","member"
"STP","IFAD","List C"
"STP","IFC","member"
"STP","IFRCS","member"
"STP","ILO","member"
"STP","IMF","member"
"STP","IMO","member"
"STP","Interpol","member"
"STP","IOC","National Olympic Committee"
"STP","IOM","observer"
"STP","IPU","member"
"STP","ITU","member"
"STP","ITUC","member"
"STP","MIGA","member"
"STP","NAM","member"
"STP","OIF","member"
"STP","OPCW","member"
"STP","UN","member"
"STP","UNCTAD","member"
"STP","UNESCO","member"
"STP","UNIDO","member"
"STP","UNWTO","member"
"STP","UPU","member"
"STP","WCO","member"
"STP","WHO","member"
"STP","WIPO","member"
"STP","WMO","member"
"STP","WTO","observer"
"SUD","ABEDA","member"
"SUD","ACP","member"
"SUD","AfDB","regional member"
"SUD","AFESD","member"
"SUD","AMF","member"
"SUD","AU","member"
"SUD","CAEU","member"
"SUD","COMESA","member"
"SUD","FAO","member"
"SUD","G-77","member"
"SUD","IAEA","member"
"SUD","IBRD","member"
"SUD","ICAO","member"
"SUD","ICC","having direct member"
"SUD","ICJ","accepting compulsory jurisdiction with reservations"
"SUD","IDA","member"
"SUD","IDB","member"
"SUD","IFAD","List C"
"SUD","IFC","member"
"SUD","IFRCS","member"
"SUD","IGAD","member"
"SUD","ILO","member"
"SUD","IMF","member"
"SUD","IMO","member"
"SUD","Interpol","member"
"SUD","IOC","National Olympic Committee"
"SUD","IOM","member"
"SUD","IPU","member"
"SUD","ISO","member"
"SUD","ITSO","member"
"SUD","ITU","member"
"SUD","LAS","member"
"SUD","MIGA","member"
"SUD","NAM","member"
"SUD","OIC","member"
"SUD","OPCW","member"
"SUD","PCA","member"
"SUD","UN","member"
"SUD","UNCTAD","member"
"SUD","UNESCO","member"
"SUD","UNHCR","member"
"SUD","UNIDO","member"
"SUD","UNWTO","member"
"SUD","UPU","member"
"SUD","WCO","member"
"SUD","WFTU","member"
"SUD","WHO","member"
"SUD","WIPO","member"
"SUD","WMO","member"
"SUD","WTO","observer"
"SX","AOSIS","observer"
"SX","Caricom","observer"
"SX","FATF","member"
"SX","IMF","member"
"SX","Interpol","member"
"SX","UNESCO","associate member"
"SX","UPU","member"
"SY","ACP","member"
"SY","AfDB","regional member"
"SY","AOSIS","member"
"SY","AU","member"
"SY","C","member"
"SY","CD","signatory"
"SY","COMESA","member"
"SY","FAO","member"
"SY","G-77","member"
"SY","IAEA","member"
"SY","IBRD","member"
"SY","ICAO","member"
"SY","ICCt","state accepting jurisdiction"
"SY","IFAD","List C"
"SY","IFC","member"
"SY","IFRCS","member"
"SY","ILO","member"
"SY","IMF","member"
"SY","IMO","member"
"SY","InOC","member"
"SY","Interpol","member"
"SY","IOC","National Olympic Committee"
"SY","IOM","member"
"SY","IPU","member"
"SY","ISO","correspondent member"
"SY","ITU","member"
"SY","MIGA","member"
"SY","NAM","member"
"SY","OIF","member"
"SY","OPCW","member"
"SY","SADC","member"
"SY","UN","member"
"SY","UNCTAD","member"
"SY","UNESCO","member"
"SY","UNIDO","member"
"SY","UNWTO","member"
"SY","UPU","member"
"SY","WCO","member"
"SY","WHO","member"
"SY","WIPO","member"
"SY","WMO","member"
"SY","WTO","observer"
"SYR","ABEDA","member"
"SYR","AFESD","member"
"SYR","AMF","member"
"SYR","CAEU","member"
"SYR","FAO","member"
"SYR","G-24","member"
"SYR","G-77","member"
"SYR","IAEA","member"
"SYR","IBRD","member"
"SYR","ICAO","member"
"SYR","ICC","national committee"
"SYR","IDA","member"
"SYR","IDB","member"
"SYR","IFAD","List C"
"SYR","IFC","member"
"SYR","IFRCS","member"
"SYR","IHO","member"
"SYR","ILO","member"
"SYR","IMF","member"
"SYR","IMO","member"
"SYR","Interpol","member"
"SYR","IOC","National Olympic Committee"
"SYR","IPU","member"
"SYR","ISO","member"
"SYR","ITSO","member"
"SYR","ITU","member"
"SYR","MIGA","member"
"SYR","NAM","member"
"SYR","OAPEC","member"
"SYR","OIC","member"
"SYR","OPCW","member"
"SYR","UN","member"
"SYR","UNCTAD","member"
"SYR","UNESCO","member"
"SYR","UNIDO","member"
"SYR","UNRWA","member"
"SYR","UNWTO","member"
"SYR","UPU","member"
"SYR","WCO","member"
"SYR","WFTU","member"
"SYR","WHO","member"
"SYR","WIPO","member"
"SYR","WMO","member"
"SYR","WTO","observer"
"TCH","ACP","member"
"TCH","AfDB","regional member"
"TCH","AU","member"
"TCH","BDEAC","member"
"TCH","CEMAC","member"
"TCH","EITI","candidate countries"
"TCH","FAO","member"
"TCH","FZ","member"
"TCH","G-77","member"
"TCH","IAEA","member"
"TCH","IBRD","member"
"TCH","ICAO","member"
"TCH","ICCt","state accepting jurisdiction"
"TCH","IDA","member"
"TCH","IDB","member"
"TCH","IFAD","List C"
"TCH","IFC","member"
"TCH","IFRCS","member"
"TCH","ILO","member"
"TCH","IMF","member"
"TCH","Interpol","member"
"TCH","IOC","National Olympic Committee"
"TCH","IOM","member"
"TCH","IPU","member"
"TCH","ITSO","member"
"TCH","ITU","member"
"TCH","ITUC","member"
"TCH","MIGA","member"
"TCH","NAM","member"
"TCH","OIC","member"
"TCH","OIF","member"
"TCH","OPCW","member"
"TCH","UN","member"
"TCH","UNCTAD","member"
"TCH","UNESCO","member"
"TCH","UNIDO","member"
"TCH","UNOCI","member"
"TCH","UNSC","nonpermanent member"
"TCH","UNWTO","member"
"TCH","UPU","member"
"TCH","WCO","member"
"TCH","WHO","member"
"TCH","WIPO","member"
"TCH","WMO","member"
"TCH","WTO","member"
"THA","ADB","member"
"THA","APEC","member"
"THA","ARF","member"
"THA","ASEAN","member"
"THA","BIMSTEC","member"
"THA","BIS","member"
"THA","CD","signatory"
"THA","CICA","member"
"THA","CP","member"
"THA","EAS","member"
"THA","FAO","member"
"THA","G-77","member"
"THA","IAEA","member"
"THA","IBRD","member"
"THA","ICAO","member"
"THA","ICC","national committee"
"THA","IDA","member"
"THA","IFAD","List C"
"THA","IFC","member"
"THA","IFRCS","member"
"THA","IHO","member"
"THA","ILO","member"
"THA","IMF","member"
"THA","IMO","member"
"THA","IMSO","member"
"THA","Interpol","member"
"THA","IOC","National Olympic Committee"
"THA","IOM","member"
"THA","IPU","member"
"THA","ISO","member"
"THA","ITSO","member"
"THA","ITU","member"
"THA","ITUC","member"
"THA","MIGA","member"
"THA","NAM","member"
"THA","OAS","observer"
"THA","OIC","observer"
"THA","OIF","observer"
"THA","OPCW","member"
"THA","PCA","member"
"THA","PIF","partner"
"THA","UN","member"
"THA","UNAMID","member"
"THA","UNCTAD","member"
"THA","UNESCO","member"
"THA","UNHCR","member"
"THA","UNIDO","member"
"THA","UNMOGIP","member"
"THA","UNWTO","member"
"THA","UPU","member"
"THA","WCO","member"
"THA","WFTU","member"
"THA","WHO","member"
"THA","WIPO","member"
"THA","WMO","member"
"THA","WTO","member"
"TJ","ADB","member"
"TJ","CICA","member"
"TJ","CIS","member"
"TJ","CSTO","member"
"TJ","EAPC","member"
"TJ","EBRD","member"
"TJ","ECO","member"
"TJ","EITI","candidate countries"
"TJ","EurasEC","member"
"TJ","FAO","member"
"TJ","G-77","member"
